Code,Q,interviewer,interviewee
p17,3,Interviewer: Can you be a little bit more specific?,Interviewee: Um  So as house manager  um  I organized work week at the beginning of this year. So it's a time when - there's about 30 members in the house and everybody gets together and  um  works on the house  paints rooms  like fixes it up before the school year starts. So I organized that  assigned jobs to people and facilitated that.
p17,4,Interviewer: Okay  great. Tell me about a time you were working on a team and faced a challenge. How did you solve that problem?,Interviewee: Um  so I'm also on the rowing team.
p17,4,Interviewer: Okay.,Interviewee: And I'm not sure if this is exactly what you're looking for  but I guess  I was in the second boat last year and we were having a lot of problems throughout the season kind of like we would go to a race and we would be okay  but we weren't performing up to our standards. And so it was a big struggle for me to try and figure out how to kind of help turn the attitude around in the boat. Um  and we were finally able to pull it off in our very last race and we won the semi-finals at Patriot League. So I think it's the right mix of like knowing when to speak up say something and knowing what to say.
p17,4,Interviewer: So the way you change the attitude was by?,Interviewee: Um  kind of by speaking up and letting people know not like putting people down  but letting people know that there was way more potential to be had.
p17,5,Interviewer: Okay. Great. And can you tell me one of your weaknesses and what you're doing to overcome it?,Interviewee: Um  one of my weaknesses  I tend to be  I guess  a little more withdrawn sometimes. Um  and that's something I've been working on like I've taken leadership in my house and as the rowing team  um  but I think something good about that is I tend to be a very good listener. 
p17,5,Interviewer: Mmhmm,Interviewee: Um  I think I'm like extremely responsible.
p17,6,Interviewer: Great. And last question. Why do you think we should hire you?,Interviewee: Um  I have a lot of experience. And this is something that I think will help further my career goals and something I'm really excited about learning about. And so I'll put a lot of effort into this project.
p17,6,Interviewer: Mmhmm,
p17,6,Interviewer: Great.,
p20,1,Interviewer: So how are you doing today?,Interviewee: Um  pretty good. Um   yeah.
p20,2,Interviewer: Good. So tell me about yourself.,Interviewee: So  um  my name is Dina Wong. I'm a student at MIT. I'm in my third year. I'm majoring in course six seven which is biological engin-um  biologic-um  Computational Biology. Um It's pretty new so it only like existed my freshman year.
p20,2,Interviewer: Oh wow,Interviewee: So yeah  so I've been taking a lot of computer science and technology classes. Um in my free time I like to  um  write for the Tech and a be edit  um articles at the  um the student newspaper  for the student newspaper. Um I also like to bake and like um like exercising and running  stuff like that.
p20,2,Interviewer: Great what are your career goals.,Interviewee: So currently I'm looking for an internship for the summer. Um  I actually um  I'm exploring like the industry side of um like computer science ummm and I think that if I find a position or if I find like the industry side like really suits me that I would want to go for like um being hired by a company after I graduate.
p20,3,Interviewer: Great. Ok. So tell me about a time you've demonstrated leadership.,Interviewee: Ok. Soo this I guess this happens quite a bit during a my stint as um campus life editor of the Tech. So a what happens is  um  like um  for my section I have to a make sure that the publication is like going out on time.
p20,3,Interviewer: mhm,Interviewee: So  um  one time I demonstrated leadership was in getting a um  column for for the campus life section. So there was a um  the precedent of the Pan-Hellenic society um want to have like a column in the Tech for Greek life. And so um  I negotiated with her to like um  sort to arrange how the column would work  because like um  I guess we both had the same like um  intent of how we should like publish articles  but her ideas were slightly different from mine in that she  if your original idea was that she wanted to  I could  it was kind of like advertisement in the Tech and um  people like  like the Tech is a newspaper you don’t like necessarily want articles to be like advertising sororities so we made a deal with her to like um  write articles that would be more about the personal side and not like um to avertisey.
